Time,GPS_X,GPS_Y,Est_X,Est_Y,Theta
26.048,-0.171008,-0.977048,-0.134659,-0.979391,-1.59478
26.112,-0.186745,-0.898525,-0.135718,-0.978531,-1.59478
26.176,-0.128507,-1.01893,-0.135595,-0.980222,-1.59478
26.24,-0.144717,-0.904731,-0.135796,-0.979469,-1.59478
26.304,-0.23474,-0.991221,-0.137794,-0.980524,-1.59478
26.368,-0.159876,-0.921798,-0.138256,-0.980169,-1.59478
26.432,-0.136373,-0.941062,-0.138236,-0.980143,-1.59478
26.496,-0.0932404,-0.946927,-0.137358,-0.980362,-1.59478
26.56,-0.211858,-0.981287,-0.138866,-0.981137,-1.59478
26.624,-0.268307,-0.927253,-0.141474,-0.980879,-1.59478
26.688,-0.191359,-0.90247,-0.142492,-0.980131,-1.59478
26.752,-0.173256,-0.936013,-0.143125,-0.980006,-1.59478
26.816,-0.134181,-0.958192,-0.142967,-0.980452,-1.59478
26.88,-0.110394,-0.936411,-0.142334,-0.980328,-1.59478
26.944,-0.147529,-0.924868,-0.142458,-0.980039,-1.59478
27.008,-0.228033,-0.958389,-0.144189,-0.980426,-1.59478
27.072,-0.182488,-1.05431,-0.144973,-0.98266,-1.59478
27.136,-0.15918,-0.987881,-0.145278,-0.983647,-1.59478
27.2,-0.184789,-0.945059,-0.146087,-0.983632,-1.59478
27.264,-0.220684,-0.823989,-0.147598,-0.981259,-1.59478
27.328,-0.242336,-0.922666,-0.149513,-0.980907,-1.59478
27.392,-0.113767,-0.909367,-0.148816,-0.980233,-1.59478
27.456,-0.220679,-1.02437,-0.150274,-0.981999,-1.59478
27.52,-0.244299,-0.853827,-0.152173,-0.980192,-1.59478
27.584,-0.209076,-1.04995,-0.153331,-0.982407,-1.59478
27.648,-0.149794,-0.946832,-0.15328,-0.982516,-1.59478
27.712,-0.30563,-0.931777,-0.156345,-0.982258,-1.59478
27.776,-0.116927,-0.906183,-0.155578,-0.981619,-1.59478
27.84,-0.179681,-0.800295,-0.156078,-0.978749,-1.59478
27.904,-0.248366,-0.954977,-0.157943,-0.979094,-1.59478
27.968,-0.155906,-0.931062,-0.157922,-0.978953,-1.59478
28.032,-0.172376,-0.950164,-0.158229,-0.979134,-1.59478
28.096,-0.0842689,-0.956359,-0.156771,-0.979561,-1.59478
28.16,-0.105623,-1.01835,-0.155767,-0.981094,-1.59478
28.224,-0.194507,-1.0108,-0.156561,-0.982508,-1.59478
28.288,-0.153453,-0.943569,-0.156519,-0.982549,-1.59478
28.352,-0.244137,-0.925891,-0.158289,-0.982172,-1.59478
28.416,-0.243319,-0.956536,-0.160011,-0.982543,-1.59478
28.48,-0.0270554,-0.978147,-0.15737,-0.983211,-1.59478
28.544,-0.0808557,-0.973347,-0.155859,-0.983834,-1.59478
28.608,-0.303874,-0.933716,-0.158839,-0.983651,-1.59478
28.672,-0.244718,-0.931948,-0.160575,-0.983374,-1.59478
28.736,-0.232919,-0.906095,-0.162043,-0.982712,-1.59478
28.8,-0.121989,-0.984378,-0.16126,-0.983502,-1.59478
28.864,-0.182146,-0.954201,-0.161698,-0.983735,-1.59478
28.928,-0.107436,-0.953078,-0.160632,-0.983942,-1.59478
28.992,-0.256276,-0.880415,-0.162563,-0.982628,-1.59478
29.056,-0.205901,-0.889712,-0.163451,-0.981653,-1.59478
29.12,-0.302967,-0.98308,-0.166259,-0.982438,-1.59478
29.184,-0.135651,-0.955277,-0.165667,-0.982715,-1.59478
29.248,-0.199037,-1.01982,-0.166354,-0.984277,-1.59478
29.312,-0.271248,-1.02837,-0.16847,-0.985915,-1.59478
29.376,-0.237898,-1.02653,-0.16988,-0.987611,-1.59478
29.44,-0.142713,-0.900034,-0.169355,-0.986616,-1.59478
29.504,-0.221567,-1.02559,-0.170418,-0.988215,-1.59478
29.568,-0.136463,-0.949494,-0.169759,-0.988261,-1.59478
29.632,-0.181074,-1.00592,-0.170004,-0.989371,-1.59478
29.696,-0.216724,-0.835208,-0.170959,-0.98717,-1.59478
29.76,-0.243256,-0.993925,-0.172423,-0.988062,-1.59478
29.824,-0.22314,-0.92743,-0.173457,-0.987669,-1.59478
29.888,-0.25291,-0.897856,-0.175066,-0.986693,-1.59478
29.952,-0.267982,-0.945723,-0.176942,-0.98663,-1.59478
30.016,-0.213259,-1.00609,-0.17769,-0.987902,-1.59478
30.08,-0.220731,-0.893166,-0.178569,-0.986764,-1.59478
30.144,-0.182331,-0.912838,-0.178664,-0.986106,-1.59478
30.208,-0.196933,-0.885368,-0.179049,-0.984911,-1.59478
30.272,-0.138741,-0.980028,-0.178261,-0.98557,-1.59478
30.336,-0.234132,-0.93734,-0.179399,-0.985488,-1.59478
30.4,-0.313585,-0.935609,-0.182101,-0.985247,-1.59478
30.464,-0.219642,-0.897972,-0.182872,-0.984322,-1.59478
30.528,-0.274578,-0.874589,-0.184726,-0.982947,-1.59478
30.592,-0.16701,-0.901328,-0.184389,-0.982071,-1.59478
30.656,-0.233505,-1.03595,-0.185393,-0.984032,-1.59478
30.72,-0.179096,-1.04285,-0.185285,-0.985965,-1.59478
30.784,-0.266595,-0.923584,-0.186931,-0.985537,-1.59478
30.848,-0.183092,-0.951787,-0.186874,-0.985682,-1.59478
30.912,-0.287393,-1.04032,-0.188902,-0.987531,-1.59478
30.976,-0.307673,-0.987039,-0.191299,-0.988405,-1.59478
31.04,-0.257632,-0.860548,-0.192644,-0.986604,-1.59478
31.104,-0.178472,-0.946316,-0.19238,-0.986618,-1.59478
31.168,-0.184105,-1.00271,-0.192234,-0.98776,-1.59478
31.232,-0.256635,-0.991082,-0.19354,-0.988583,-1.59478
31.296,-0.275018,-0.966634,-0.195191,-0.989027,-1.59478
31.36,-0.298482,-0.977504,-0.197275,-0.989553,-1.59478
31.424,-0.130715,-0.986509,-0.195964,-0.990312,-1.59478
31.488,-0.246643,-0.94174,-0.196997,-0.990161,-1.59478
31.552,-0.240687,-0.956997,-0.197889,-0.990254,-1.59478
31.616,-0.246307,-0.897252,-0.198878,-0.989277,-1.59478
31.68,-0.188429,-0.878868,-0.198687,-0.987826,-1.59478
31.744,-0.185584,-0.835929,-0.198445,-0.985608,-1.59478
31.808,-0.239356,-0.907426,-0.199283,-0.984864,-1.59478
31.872,-0.304411,-0.928197,-0.201404,-0.984487,-1.59478
31.936,-0.264517,-1.0123,-0.202687,-0.985926,-1.59478
32,-0.133767,-1.00927,-0.201327,-0.98715,-1.59478
32.064,-0.281855,-0.978628,-0.202957,-0.987799,-1.59478
32.128,-0.216421,-0.998846,-0.203246,-0.98884,-1.59478
32.192,-0.182354,-0.96904,-0.202846,-0.989201,-1.59478
32.256,-0.158979,-0.926809,-0.20199,-0.988836,-1.59478
32.32,-0.214897,-0.964983,-0.202266,-0.989116,-1.59478
32.384,-0.291666,-0.957683,-0.204074,-0.989307,-1.59478
32.448,-0.230408,-0.956786,-0.20462,-0.989476,-1.59478
32.512,-0.26711,-0.897853,-0.205888,-0.988401,-1.59478
32.576,-0.263355,-0.978647,-0.207059,-0.989088,-1.59478
32.64,-0.289225,-0.962174,-0.20872,-0.989307,-1.59478
32.704,-0.282222,-0.954565,-0.21021,-0.989432,-1.59478
32.768,-0.294451,-0.980608,-0.211915,-0.990075,-1.59478
32.832,-0.270224,-0.989636,-0.213099,-0.990823,-1.59478
32.896,-0.212045,-0.948516,-0.213099,-0.99086,-1.59478
32.96,-0.256687,-0.929709,-0.213989,-0.990394,-1.59478
33.024,-0.23474,-0.942899,-0.214424,-0.990264,-1.59478
33.088,-0.258728,-0.90825,-0.215329,-0.989443,-1.59478
33.152,-0.258218,-0.994986,-0.216205,-0.990311,-1.59478
33.216,-0.295793,-0.961993,-0.217818,-0.990627,-1.59478
33.28,-0.287069,-0.955735,-0.219221,-0.990686,-1.59478
33.344,-0.291321,-0.937177,-0.220683,-0.990436,-1.59478
33.408,-0.313939,-0.92573,-0.222568,-0.989962,-1.59478
33.472,-0.308616,-0.985284,-0.224307,-0.990625,-1.59478
33.536,-0.270889,-0.900855,-0.22526,-0.989712,-1.59478
33.6,-0.272466,-0.905208,-0.226222,-0.988779,-1.59478
33.664,-0.223316,-0.936118,-0.226184,-0.988546,-1.59478
33.728,-0.258084,-0.912402,-0.226841,-0.987843,-1.59478
33.792,-0.295567,-0.994196,-0.228234,-0.988727,-1.59478
33.856,-0.296393,-0.925957,-0.229618,-0.988354,-1.59478
33.92,-0.262875,-0.994242,-0.230302,-0.989229,-1.59478
33.984,-0.300028,-1.03742,-0.231716,-0.991012,-1.59478
34.048,-0.248679,-0.958481,-0.232075,-0.991182,-1.59478
34.112,-0.283021,-1.03373,-0.233112,-0.992789,-1.59478
34.176,-0.283456,-0.910448,-0.23414,-0.992025,-1.59478
34.24,-0.261923,-0.965146,-0.234714,-0.992245,-1.59478
34.304,-0.309479,-0.95541,-0.236229,-0.992328,-1.59478
34.368,-0.296138,-0.973969,-0.237447,-0.99278,-1.59478
34.432,-0.275507,-0.991528,-0.238226,-0.993512,-1.59478
34.496,-0.286754,-0.973006,-0.239218,-0.993985,-1.59478
34.56,-0.291492,-0.948097,-0.240281,-0.993824,-1.59478
34.624,-0.236167,-0.913193,-0.240219,-0.993031,-1.59478
34.688,-0.256858,-1.00185,-0.240571,-0.994027,-1.59478
34.752,-0.307568,-0.958153,-0.241929,-0.994067,-1.59478
34.816,-0.163557,-0.959952,-0.240383,-0.994267,-1.59478
34.88,-0.243719,-0.969321,-0.240468,-0.994525,-1.59478
34.944,-0.319484,-1.00157,-0.242068,-0.995486,-1.59478
35.008,-0.361243,-0.894112,-0.244471,-0.994278,-1.59478
35.072,-0.306067,-0.871724,-0.245721,-0.992584,-1.59478
35.136,-0.289896,-0.936398,-0.246626,-0.992343,-1.59478
35.2,-0.308844,-0.928836,-0.247888,-0.99183,-1.59478
35.264,-0.321045,-1.05193,-0.249371,-0.993852,-1.59478
35.328,-0.273082,-0.985039,-0.249865,-0.994495,-1.59478
35.392,-0.270139,-0.904737,-0.250289,-0.993457,-1.59478
35.456,-0.368201,-0.923386,-0.252668,-0.992938,-1.59478
35.52,-0.327412,-0.845782,-0.254181,-0.990752,-1.59478
35.584,-0.317303,-0.919955,-0.255463,-0.990156,-1.59478
35.648,-0.399635,-0.915178,-0.258366,-0.989476,-1.59478
35.712,-0.246129,-0.909969,-0.25814,-0.988643,-1.59478
35.776,-0.302408,-0.915955,-0.259046,-0.988072,-1.59478
35.84,-0.1999,-0.946762,-0.257881,-0.988003,-1.59478
35.904,-0.209645,-0.889496,-0.256936,-0.986852,-1.59478
35.968,-0.313105,-0.884628,-0.258079,-0.985628,-1.59478
36.032,-0.284914,-1.01446,-0.258634,-0.986961,-1.59478
36.096,-0.278051,-0.946101,-0.259044,-0.987027,-1.59478
36.16,-0.308721,-0.875347,-0.260055,-0.98555,-1.59478
36.224,-0.316226,-0.952368,-0.261199,-0.985706,-1.59478
36.288,-0.305357,-0.952077,-0.262101,-0.985853,-1.59478
36.352,-0.228463,-0.970442,-0.261447,-0.986302,-1.59478
36.416,-0.234489,-1.03396,-0.260929,-0.988138,-1.59478
36.48,-0.260889,-0.909183,-0.260946,-0.987316,-1.59478
36.544,-0.274828,-0.912531,-0.261243,-0.98664,-1.59478
36.608,-0.233076,-0.87867,-0.2607,-0.9853,-1.59478
36.672,-0.321302,-0.888393,-0.26193,-0.984119,-1.59478
36.736,-0.287168,-1.00039,-0.262456,-0.985327,-1.59478
36.8,-0.415056,-1.07817,-0.265526,-0.987941,-1.59478
36.864,-0.277681,-0.880281,-0.265789,-0.986607,-1.59478
36.928,-0.346313,-0.918728,-0.267419,-0.98607,-1.59478
36.992,-0.222511,-0.987865,-0.266539,-0.986862,-1.59478
37.056,-0.272314,-0.985083,-0.266676,-0.98771,-1.59478
37.12,-0.354676,-0.93838,-0.268454,-0.98748,-1.59478
37.184,-0.34347,-0.948773,-0.269974,-0.987525,-1.59478
37.248,-0.272987,-0.872505,-0.270054,-0.986045,-1.59478
37.312,-0.315535,-0.84101,-0.270982,-0.983901,-1.59478
37.376,-0.319416,-0.833489,-0.271971,-0.981776,-1.59478
37.44,-0.326512,-0.99867,-0.27308,-0.98287,-1.59478
37.504,-0.30572,-1.0171,-0.273753,-0.984375,-1.59478
37.568,-0.358584,-0.890216,-0.275469,-0.983311,-1.59478
37.632,-0.356652,-1.01511,-0.277111,-0.984704,-1.59478
37.696,-0.242427,-0.938379,-0.276438,-0.984661,-1.59478
37.76,-0.280244,-0.979196,-0.276533,-0.985308,-1.59478
37.824,-0.428479,-0.921,-0.279591,-0.984842,-1.59478
37.888,-0.365749,-0.845518,-0.281334,-0.982875,-1.59478
37.952,-0.244355,-0.832992,-0.280613,-0.980634,-1.59478
38.016,-0.390208,-0.894242,-0.282826,-0.979789,-1.59478
38.08,-0.279918,-0.939129,-0.282786,-0.979733,-1.59478
38.144,-0.282722,-0.983135,-0.282804,-0.980621,-1.59478
38.208,-0.287377,-0.926118,-0.282915,-0.98035,-1.59478
38.272,-0.312644,-0.915208,-0.283528,-0.979804,-1.59478
38.336,-0.219068,-0.94977,-0.28226,-0.980087,-1.59478
38.4,-0.325549,-0.919561,-0.283144,-0.979633,-1.59478
38.464,-0.311566,-0.900834,-0.283732,-0.978877,-1.59478
38.528,-0.370589,-0.944309,-0.285489,-0.979005,-1.59478
38.592,-0.245845,-1.00151,-0.284696,-0.979455,-1.60889
38.656,-0.34522,-0.97032,-0.285903,-0.97921,-1.623
38.72,-0.356643,-0.945037,-0.287322,-0.978589,-1.63711
38.784,-0.283687,-0.959529,-0.287249,-0.978208,-1.65122
38.848,-0.474813,-0.937141,-0.291001,-0.977387,-1.66533
38.912,-0.32241,-0.916253,-0.291629,-0.976164,-1.67944
38.976,-0.318243,-0.928518,-0.292153,-0.975148,-1.69355
39.04,-0.317669,-0.966274,-0.292672,-0.975033,-1.70766
39.104,-0.320744,-0.896433,-0.293234,-0.973461,-1.72177
39.168,-0.297617,-0.874072,-0.293321,-0.971474,-1.73589
39.232,-0.271015,-0.983571,-0.292875,-0.971716,-1.75
39.296,-0.335304,-0.898694,-0.293712,-0.970193,-1.76411
39.36,-0.308713,-0.919289,-0.294025,-0.969237,-1.77822
39.424,-0.286869,-0.896326,-0.293882,-0.967779,-1.79234
39.488,-0.486265,-0.948489,-0.297729,-0.967393,-1.80645
39.552,-0.216706,-0.980669,-0.296109,-0.967658,-1.82057
39.616,-0.386654,-0.989717,-0.297903,-0.968039,-1.83469
39.68,-0.303628,-0.896404,-0.298035,-0.966667,-1.84881
39.744,-0.27763,-0.941961,-0.297627,-0.966173,-1.86293
39.808,-0.328882,-0.945332,-0.298252,-0.965756,-1.87704
39.872,-0.329429,-0.917932,-0.298876,-0.964799,-1.89116
39.936,-0.383913,-0.921922,-0.300556,-0.963882,-1.90528
40,-0.385192,-0.914474,-0.30227,-0.962953,-1.9194
40.064,-0.30932,-0.947209,-0.302411,-0.962638,-1.93352
40.128,-0.369121,-0.941564,-0.303745,-0.962217,-1.94763
40.192,-0.328775,-0.90422,-0.304246,-0.961057,-1.96175
40.256,-0.301525,-0.910906,-0.304167,-0.959996,-1.97587
40.32,-0.403443,-1.00219,-0.306178,-0.960897,-1.98999
40.384,-0.29055,-0.972703,-0.305865,-0.961134,-2.0041
40.448,-0.391168,-0.84578,-0.307571,-0.958826,-2.01822
40.512,-0.305942,-0.932628,-0.307539,-0.958302,-2.03234
40.576,-0.33527,-0.971404,-0.308064,-0.958508,-2.04645
40.64,-0.313764,-0.865118,-0.308208,-0.956696,-2.06057
40.704,-0.293936,-0.880437,-0.307923,-0.955171,-2.07468
40.768,-0.255042,-0.925314,-0.306865,-0.954574,-2.0888
40.832,-0.280986,-0.992962,-0.306347,-0.955342,-2.10292
40.896,-0.279532,-0.980725,-0.305778,-0.955795,-2.11703
40.96,-0.370498,-1.00746,-0.307106,-0.956882,-2.13115
41.024,-0.306494,-0.975375,-0.307094,-0.957252,-2.14526
41.088,-0.328749,-0.964346,-0.307527,-0.957394,-2.15938
41.152,-0.349153,-1.01528,-0.30836,-0.958552,-2.17349
41.216,-0.342863,-0.892995,-0.309013,-0.957189,-2.18761
41.28,-0.393376,-0.961893,-0.310738,-0.957334,-2.20172
41.344,-0.347568,-0.949888,-0.311474,-0.957185,-2.21584
41.408,-0.359086,-0.863771,-0.312426,-0.955317,-2.22995
41.472,-0.376558,-0.923322,-0.313709,-0.954677,-2.24406
41.536,-0.297637,-0.899674,-0.313348,-0.953528,-2.25818
41.6,-0.352043,-0.871862,-0.314162,-0.951943,-2.27229
41.664,-0.29385,-0.915003,-0.313756,-0.951204,-2.2864
41.728,-0.358306,-0.975923,-0.314647,-0.951698,-2.30052
41.792,-0.293366,-1.04973,-0.314221,-0.953659,-2.31463
41.856,-0.293592,-0.952131,-0.313765,-0.953583,-2.32875
41.92,-0.322925,-0.908654,-0.313993,-0.952729,-2.34286
41.984,-0.32941,-0.965096,-0.314301,-0.952977,-2.35697
42.048,-0.285745,-1.06592,-0.31373,-0.955235,-2.37108
42.112,-0.296628,-0.850148,-0.313388,-0.953134,-2.3852
42.176,-0.315166,-0.943291,-0.313377,-0.952894,-2.39931
42.24,-0.316461,-0.949369,-0.313486,-0.952866,-2.41342
42.304,-0.262104,-0.90903,-0.312458,-0.951989,-2.42754
42.368,-0.337994,-0.953647,-0.312969,-0.952022,-2.44165
42.432,-0.402248,-0.966456,-0.314754,-0.952311,-2.45576
42.496,-0.360334,-0.876697,-0.315617,-0.950759,-2.46987
42.56,-0.367584,-0.897705,-0.316706,-0.949737,-2.48399
42.624,-0.333074,-0.940987,-0.317033,-0.949562,-2.4981
42.688,-0.35809,-1.01579,-0.317854,-0.950886,-2.51221
42.752,-0.32358,-0.973246,-0.317969,-0.951333,-2.52632
42.816,-0.212118,-1.00766,-0.3158,-0.952424,-2.54044
42.88,-0.264703,-0.946513,-0.31483,-0.952341,-2.55455
42.944,-0.413787,-0.817708,-0.31681,-0.949648,-2.56866
43.008,-0.292939,-0.973609,-0.316332,-0.950128,-2.58278
43.072,-0.380281,-0.976878,-0.317611,-0.950663,-2.59689
43.136,-0.376285,-0.958108,-0.31873,-0.95078,-2.611
43.2,-0.461472,-0.904207,-0.32164,-0.949879,-2.62511
43.264,-0.297874,-0.951709,-0.321165,-0.949916,-2.63922
43.328,-0.464329,-0.947161,-0.324028,-0.949861,-2.65334
43.392,-0.339985,-0.972588,-0.324347,-0.950315,-2.66745
43.456,-0.320678,-0.92344,-0.324217,-0.94975,-2.68156
43.52,-0.332431,-0.912826,-0.324438,-0.949039,-2.69567
43.584,-0.285517,-0.886861,-0.32366,-0.947795,-2.70979
43.648,-0.421396,-0.954846,-0.325615,-0.947936,-2.7239
43.712,-0.227576,-1.03683,-0.323654,-0.949714,-2.73801
43.776,-0.292476,-0.95106,-0.322972,-0.949717,-2.75212
43.84,-0.357087,-0.913626,-0.323713,-0.949018,-2.76624
43.904,-0.355282,-0.910504,-0.324344,-0.948248,-2.78035
43.968,-0.385231,-0.878734,-0.325562,-0.946858,-2.79446
44.032,-0.392119,-0.890359,-0.326893,-0.945728,-2.80857
44.096,-0.348829,-0.890105,-0.327272,-0.944595,-2.82268
44.16,-0.297686,-0.904514,-0.32674,-0.943813,-2.83679
44.224,-0.370848,-0.913806,-0.327623,-0.943213,-2.85091
44.288,-0.388897,-0.964198,-0.328848,-0.943632,-2.86502
44.352,-0.383628,-0.956119,-0.329944,-0.943882,-2.87913
44.416,-0.338225,-0.825212,-0.330048,-0.941493,-2.89324
44.48,-0.36211,-0.834926,-0.330751,-0.939376,-2.90735
44.544,-0.365892,-0.898215,-0.331454,-0.938553,-2.92146
44.608,-0.336726,-0.919295,-0.331559,-0.938168,-2.93557
44.672,-0.343676,-0.947728,-0.331801,-0.938359,-2.94968
44.736,-0.34701,-0.977934,-0.332043,-0.93914,-2.9638
44.8,-0.321553,-0.97015,-0.331896,-0.93977,-2.97791
