Time,StepDist,GPS_X,GPS_Y,Odo_X,Odo_Y,Est_X,Est_Y,rk2_Est_X,rk2_Est_Y,Theta
394.624,0.00186673,-0.597154,-0.0673292,-0.000322474,-0.688566,-0.694257,0.0308071,-0.694258,0.0308121,-3.04308
394.64,0.0019311,-0.627595,-0.0120551,-0.00224316,-0.688767,-0.694806,0.0297536,-0.694807,0.0297587,-3.03768
394.656,0.00186673,-0.585042,-0.122407,-0.00409874,-0.68897,-0.694429,0.0265108,-0.69443,0.0265157,-3.03227
394.672,0.0019311,-0.548513,-0.116129,-0.00601792,-0.689184,-0.693392,0.0234481,-0.693392,0.0234498,-3.03043
394.688,0.00186673,-0.564411,-0.134393,-0.00787314,-0.689392,-0.69263,0.0200883,-0.69263,0.0200883,-3.03045
394.704,0.0019311,-0.635026,-0.0556974,-0.00979193,-0.689609,-0.693359,0.0183593,-0.693359,0.018361,-3.02866
394.72,0.0019311,-0.631301,-0.0445101,-0.0117099,-0.689834,-0.693997,0.016882,-0.693998,0.0168853,-3.02509
394.736,0.0019311,-0.53564,-0.0119081,-0.0136271,-0.690065,-0.692709,0.0160795,-0.692709,0.0160828,-3.02152
394.752,0.00186673,-0.532634,-0.121387,-0.0154796,-0.690295,-0.691323,0.0131045,-0.691323,0.0131078,-3.01794
394.768,0.00186673,-0.552003,0.0262509,-0.0173308,-0.690535,-0.690351,0.0131321,-0.690351,0.0131369,-3.01256
394.784,0.0019311,-0.511792,-0.0725637,-0.019245,-0.690791,-0.688655,0.0111679,-0.688656,0.0111713,-3.00898
394.8,0.0019311,-0.6009,-0.0290449,-0.0211577,-0.691056,-0.688775,0.0101033,-0.688775,0.0101083,-3.00358
394.816,0.00186673,-0.60806,-0.060812,-0.023005,-0.691325,-0.688971,0.00842193,-0.688972,0.00842762,-2.9973
394.832,0.00186673,-0.640351,-0.120099,-0.0248506,-0.691605,-0.689807,0.00557706,-0.689808,0.00558275,-2.991
394.848,0.0019311,-0.638108,-0.120501,-0.0267583,-0.691905,-0.690643,0.00276148,-0.690643,0.00276653,-2.9856
394.864,0.00186673,-0.629179,0.00155968,-0.0286013,-0.692202,-0.691219,0.00244669,-0.69122,0.00244996,-2.98198
394.88,0.00186673,-0.651896,-0.112654,-0.0304432,-0.692505,-0.692238,-0.000152611,-0.692239,-0.000149339,-2.97836
394.896,0.0019311,-0.591974,-0.0169665,-0.0323469,-0.692829,-0.692098,-0.000806519,-0.692099,-0.000801478,-2.97296
394.912,0.0019311,-0.530778,-0.0670859,-0.0342488,-0.693163,-0.690736,-0.00245981,-0.690737,-0.00245478,-2.96755
394.928,0.00186673,-0.603939,-0.0610911,-0.0360856,-0.693497,-0.6908,-0.00395895,-0.690801,-0.00395409,-2.96215
394.944,0.0019311,-0.604055,-0.116559,-0.0379838,-0.693852,-0.690925,-0.0065588,-0.690926,-0.00655377,-2.95674
394.96,0.00186673,-0.639396,-0.226845,-0.0398168,-0.694205,-0.691691,-0.0113105,-0.691692,-0.0113056,-2.95133
394.976,0.0019311,-0.595582,-0.172755,-0.0417111,-0.69458,-0.691625,-0.0149073,-0.691626,-0.0149023,-2.94592
394.992,0.00186673,-0.581726,-0.123998,-0.0435409,-0.69495,-0.691221,-0.0174514,-0.691221,-0.0174481,-2.94229
395.008,0.00186673,-0.626826,-0.1013,-0.0453686,-0.695329,-0.691724,-0.0195002,-0.691725,-0.0194954,-2.93688
395.024,0.0019311,-0.721346,-0.081506,-0.0472572,-0.695732,-0.694167,-0.0211351,-0.694168,-0.0211301,-2.93147
395.04,0.00186673,-0.63583,-0.20813,-0.0490804,-0.696133,-0.694787,-0.0252678,-0.694788,-0.0252622,-2.92516
395.056,0.00186673,-0.672063,-0.133224,-0.0509007,-0.696547,-0.696116,-0.0278326,-0.696118,-0.0278262,-2.91797
395.072,0.00186673,-0.599919,-0.117714,-0.0527183,-0.696972,-0.695974,-0.0300472,-0.695975,-0.0300416,-2.91166
395.088,0.00186673,-0.617552,-0.031081,-0.0545335,-0.697407,-0.696184,-0.0304945,-0.696185,-0.0304897,-2.90624
395.104,0.0019311,-0.513915,-0.14553,-0.0564089,-0.697868,-0.694377,-0.0332465,-0.694378,-0.0332415,-2.90081
395.12,0.00186673,-0.654054,-0.04336,-0.0582194,-0.698323,-0.695345,-0.0338946,-0.695346,-0.0338898,-2.89539
395.136,0.00186673,-0.564207,-0.281325,-0.0600269,-0.698789,-0.694493,-0.0393003,-0.694495,-0.0392947,-2.88907
395.152,0.00186673,-0.582082,-0.106094,-0.061831,-0.699269,-0.694013,-0.041106,-0.694015,-0.0410996,-2.88186
395.168,0.00186673,-0.575298,-0.128839,-0.0636321,-0.69976,-0.693404,-0.0433416,-0.693405,-0.0433361,-2.87555
395.184,0.00186673,-0.630118,-0.133532,-0.0654295,-0.700263,-0.6939,-0.0456391,-0.693901,-0.0456328,-2.86834
395.2,0.00186673,-0.675534,-0.155386,-0.0672233,-0.70078,-0.69529,-0.0483405,-0.695292,-0.0483341,-2.86113
395.216,0.00186673,-0.544777,-0.139995,-0.0690138,-0.701308,-0.694035,-0.050691,-0.694036,-0.0506855,-2.8548
395.232,0.00186673,-0.565967,-0.217593,-0.0708005,-0.701849,-0.693224,-0.0545592,-0.693226,-0.0545529,-2.84758
395.248,0.00186673,-0.574918,-0.218274,-0.0725836,-0.702401,-0.692606,-0.0583747,-0.692607,-0.0583692,-2.84125
395.264,0.00186673,-0.563595,-0.0586608,-0.0743632,-0.702965,-0.691769,-0.0589328,-0.691771,-0.0589272,-2.83492
395.28,0.00186673,-0.570958,-0.221434,-0.0761393,-0.70354,-0.691094,-0.0627461,-0.691095,-0.0627406,-2.82858
395.296,0.00186673,-0.589808,-0.137832,-0.0779111,-0.704127,-0.690804,-0.0648237,-0.690806,-0.0648174,-2.82136
395.312,0.00180236,-0.637532,-0.107985,-0.0796177,-0.704707,-0.691411,-0.066255,-0.691413,-0.066249,-2.81413
395.328,0.0019311,-0.582177,-0.0798624,-0.0814422,-0.70534,-0.691015,-0.0671472,-0.691017,-0.0671416,-2.80779
395.344,0.00180236,-0.647274,-0.241988,-0.0831408,-0.705943,-0.691804,-0.0712348,-0.691807,-0.0712288,-2.80056
395.36,0.00186673,-0.580579,-0.177746,-0.0848954,-0.70658,-0.691299,-0.0739893,-0.691302,-0.0739831,-2.79333
395.376,0.00186673,-0.620245,-0.109823,-0.086646,-0.707228,-0.691594,-0.0753412,-0.691596,-0.0753358,-2.78698
395.392,0.00186673,-0.630679,-0.0756037,-0.0883924,-0.707887,-0.692087,-0.0759926,-0.692089,-0.0759871,-2.78063
395.408,0.00186673,-0.571122,-0.204465,-0.0901341,-0.708559,-0.691375,-0.0792205,-0.691377,-0.0792143,-2.77339
395.424,0.00186673,-0.597176,-0.320719,-0.0918708,-0.709243,-0.691193,-0.0847213,-0.691195,-0.0847151,-2.76615
395.44,0.00180236,-0.57697,-0.148709,-0.0935428,-0.709916,-0.690547,-0.0866606,-0.690549,-0.0866546,-2.75891
395.456,0.00186673,-0.750385,-0.2102,-0.09527,-0.710625,-0.693436,-0.0898253,-0.693438,-0.0898199,-2.75255
395.472,0.0019311,-0.53236,-0.1876,-0.0970521,-0.711368,-0.691961,-0.0925097,-0.691963,-0.0925042,-2.74618
395.488,0.00180236,-0.648493,-0.138011,-0.0987103,-0.712075,-0.692717,-0.0941119,-0.692719,-0.094106,-2.73893
395.504,0.00186673,-0.590132,-0.201695,-0.100422,-0.712819,-0.692343,-0.0969927,-0.692346,-0.0969866,-2.73168
395.52,0.00186673,-0.68279,-0.0987302,-0.10213,-0.713573,-0.693825,-0.0977671,-0.693827,-0.0977618,-2.72531
395.536,0.00186673,-0.674473,-0.226234,-0.103831,-0.714341,-0.695106,-0.101088,-0.695108,-0.101082,-2.71805
395.552,0.00180236,-0.590379,-0.0958291,-0.105469,-0.715093,-0.694616,-0.101721,-0.694619,-0.101715,-2.71079
395.568,0.00186673,-0.588441,-0.216017,-0.107159,-0.715887,-0.694149,-0.104784,-0.694152,-0.104777,-2.70264
395.584,0.00180236,-0.49089,-0.169946,-0.108785,-0.716665,-0.691677,-0.10685,-0.69168,-0.106844,-2.69537
395.6,0.00186673,-0.568234,-0.011392,-0.110463,-0.717482,-0.690852,-0.105742,-0.690855,-0.105736,-2.6881
395.616,0.00186673,-0.621777,-0.194934,-0.112136,-0.718311,-0.69111,-0.108338,-0.691113,-0.108333,-2.68171
395.632,0.00186673,-0.688556,-0.221963,-0.113802,-0.719152,-0.692693,-0.111434,-0.692696,-0.111428,-2.67443
395.648,0.00186673,-0.57826,-0.177757,-0.115463,-0.720004,-0.692031,-0.113596,-0.692034,-0.11359,-2.66715
395.664,0.00180236,-0.59329,-0.241081,-0.11706,-0.720839,-0.691622,-0.116964,-0.691625,-0.116959,-2.65987
395.68,0.00186673,-0.629806,-0.134294,-0.118708,-0.721716,-0.692,-0.11817,-0.692004,-0.118164,-2.65259
395.696,0.00186673,-0.607276,-0.147281,-0.12035,-0.722604,-0.691915,-0.119622,-0.691918,-0.119617,-2.64619
395.712,0.00186673,-0.646272,-0.255321,-0.121987,-0.723502,-0.692606,-0.123216,-0.692609,-0.123211,-2.63979
395.728,0.00186673,-0.546426,-0.0820767,-0.123618,-0.72441,-0.691281,-0.123284,-0.691284,-0.123278,-2.63339
395.744,0.00186673,-0.503399,-0.23257,-0.125243,-0.725329,-0.689116,-0.12637,-0.689119,-0.126365,-2.62698
395.76,0.00186673,-0.607387,-0.198066,-0.126862,-0.726258,-0.689068,-0.128714,-0.689071,-0.128709,-2.62058
395.776,0.0019311,-0.662216,-0.14597,-0.128531,-0.727228,-0.690167,-0.13001,-0.69017,-0.130006,-2.61506
395.792,0.00186673,-0.578531,-0.180095,-0.130139,-0.728177,-0.68951,-0.131942,-0.689513,-0.131937,-2.60865
395.808,0.00186673,-0.50947,-0.14253,-0.131741,-0.729136,-0.687479,-0.133093,-0.687482,-0.133088,-2.60224
395.824,0.0019311,-0.657107,-0.274622,-0.133392,-0.730137,-0.68849,-0.136904,-0.688493,-0.1369,-2.59671
395.84,0.00186673,-0.551577,-0.205445,-0.134983,-0.731114,-0.68731,-0.139233,-0.687313,-0.139228,-2.59029
395.856,0.00186673,-0.642303,-0.212129,-0.136566,-0.732102,-0.687962,-0.14166,-0.687965,-0.141655,-2.58387
395.872,0.00186673,-0.671076,-0.172549,-0.138144,-0.7331,-0.68917,-0.143255,-0.689173,-0.143251,-2.57745
395.888,0.00186673,-0.562022,-0.20946,-0.139716,-0.734107,-0.688168,-0.145566,-0.68817,-0.145562,-2.57192
395.904,0.0019311,-0.606969,-0.199413,-0.141336,-0.735158,-0.688132,-0.147673,-0.688134,-0.147668,-2.56638
395.92,0.00186673,-0.631724,-0.269555,-0.142897,-0.736182,-0.688533,-0.151114,-0.688536,-0.15111,-2.56084
395.936,0.0019311,-0.613338,-0.246067,-0.144505,-0.73725,-0.688605,-0.15406,-0.688608,-0.154056,-2.5553
395.952,0.00186673,-0.705461,-0.207991,-0.146055,-0.738292,-0.690461,-0.156159,-0.690464,-0.156155,-2.54976
395.968,0.0019311,-0.60778,-0.243974,-0.147651,-0.739378,-0.690372,-0.15898,-0.690375,-0.158976,-2.54421
395.984,0.00186673,-0.665629,-0.286143,-0.149191,-0.740434,-0.691386,-0.162558,-0.691388,-0.162555,-2.5403
396,0.00186673,-0.608123,-0.164283,-0.150724,-0.741499,-0.691223,-0.163636,-0.691226,-0.163632,-2.53475
396.016,0.00186673,-0.677172,-0.202867,-0.152251,-0.742573,-0.692438,-0.165474,-0.692441,-0.165469,-2.52832
396.032,0.0019311,-0.634872,-0.212013,-0.153824,-0.743693,-0.692828,-0.167502,-0.692831,-0.167498,-2.52277
396.048,0.00186673,-0.646218,-0.193397,-0.155338,-0.744784,-0.69338,-0.16909,-0.693383,-0.169085,-2.51721
396.064,0.0019311,-0.622369,-0.196456,-0.1569,-0.74592,-0.693491,-0.170749,-0.693493,-0.170746,-2.51328
396.08,0.00186673,-0.676586,-0.264293,-0.158406,-0.747023,-0.694629,-0.173701,-0.694631,-0.173698,-2.50934
396.096,0.00186673,-0.62737,-0.116661,-0.159906,-0.748134,-0.694753,-0.17365,-0.694756,-0.173646,-2.50379
396.112,0.0019311,-0.660655,-0.261835,-0.161451,-0.749293,-0.695586,-0.176549,-0.695589,-0.176544,-2.49823
396.128,0.0019311,-0.594516,-0.235695,-0.162992,-0.750457,-0.695074,-0.178873,-0.695076,-0.17887,-2.49429
396.144,0.00186673,-0.645687,-0.188771,-0.164476,-0.751589,-0.695541,-0.18018,-0.695543,-0.180177,-2.49034
396.16,0.0019311,-0.598191,-0.268437,-0.166009,-0.752763,-0.695097,-0.183095,-0.695098,-0.183094,-2.48819
396.176,0.0019311,-0.678143,-0.21788,-0.167538,-0.753943,-0.696256,-0.184947,-0.696258,-0.184944,-2.48423
396.192,0.00186673,-0.6217,-0.218158,-0.16901,-0.755091,-0.696207,-0.186737,-0.69621,-0.186733,-2.47867
396.208,0.0019311,-0.645481,-0.169278,-0.170525,-0.756288,-0.696677,-0.187561,-0.69668,-0.187557,-2.47311
396.224,0.00186673,-0.666086,-0.278934,-0.171982,-0.757455,-0.697494,-0.190532,-0.697497,-0.190527,-2.46665
396.24,0.00186673,-0.562079,-0.208395,-0.173432,-0.758631,-0.696206,-0.192041,-0.69621,-0.192037,-2.46018
396.256,0.00186673,-0.824158,-0.230676,-0.174876,-0.759815,-0.70018,-0.193974,-0.700183,-0.19397,-2.45459
396.272,0.0019311,-0.613029,-0.230296,-0.176362,-0.761048,-0.699893,-0.195909,-0.699896,-0.195905,-2.44901
396.288,0.00180236,-0.71219,-0.216437,-0.177744,-0.762204,-0.701494,-0.197453,-0.701496,-0.19745,-2.44502
396.304,0.0019311,-0.592389,-0.167985,-0.179218,-0.763451,-0.700757,-0.198086,-0.70076,-0.198082,-2.43943
396.32,0.0019311,-0.688252,-0.231605,-0.180688,-0.764704,-0.701946,-0.199984,-0.701949,-0.199981,-2.43545
396.336,0.0019311,-0.61503,-0.304278,-0.182152,-0.765963,-0.701643,-0.203304,-0.701646,-0.203301,-2.43146
396.352,0.00186673,-0.67567,-0.318921,-0.183561,-0.767188,-0.702504,-0.206817,-0.702508,-0.206813,-2.42588
396.368,0.00186673,-0.68567,-0.294429,-0.184965,-0.768419,-0.703543,-0.209775,-0.703546,-0.209772,-2.42189
396.384,0.00186673,-0.601847,-0.202041,-0.186366,-0.769652,-0.702882,-0.210829,-0.702884,-0.210827,-2.41969
396.4,0.0019311,-0.663722,-0.270979,-0.18781,-0.770934,-0.703515,-0.213288,-0.703517,-0.213285,-2.41569
396.416,0.0019311,-0.614645,-0.253435,-0.189249,-0.772222,-0.703147,-0.215353,-0.70315,-0.21535,-2.4117
396.432,0.00186673,-0.633498,-0.246555,-0.190638,-0.773469,-0.703115,-0.2172,-0.703117,-0.217198,-2.4095
396.448,0.0019311,-0.726888,-0.208942,-0.192069,-0.774766,-0.704993,-0.218305,-0.704996,-0.218303,-2.4055
396.464,0.0019311,-0.685612,-0.250787,-0.193493,-0.776071,-0.706001,-0.220233,-0.706004,-0.220229,-2.39991
396.48,0.00180236,-0.712823,-0.31901,-0.194817,-0.777293,-0.707435,-0.223407,-0.707437,-0.223405,-2.39591
396.496,0.0019311,-0.648005,-0.351809,-0.19623,-0.778609,-0.707631,-0.227265,-0.707634,-0.227262,-2.3919
396.512,0.0019311,-0.659167,-0.180092,-0.197638,-0.779931,-0.708042,-0.227617,-0.708045,-0.227614,-2.38788
396.528,0.00186673,-0.623215,-0.289805,-0.198996,-0.781211,-0.707677,-0.230115,-0.707678,-0.230114,-2.38566
396.544,0.0019311,-0.753811,-0.3794,-0.200398,-0.782539,-0.709973,-0.234402,-0.709975,-0.234401,-2.38343
396.56,0.0019311,-0.748465,-0.328841,-0.201795,-0.783873,-0.712112,-0.237598,-0.712115,-0.237595,-2.37941
396.576,0.00186673,-0.606923,-0.213899,-0.20314,-0.785167,-0.711327,-0.238392,-0.711329,-0.23839,-2.3754
396.592,0.00186673,-0.709774,-0.301776,-0.20448,-0.786467,-0.712609,-0.240934,-0.712611,-0.240931,-2.37137
396.608,0.0019311,-0.655992,-0.320951,-0.205866,-0.787811,-0.712835,-0.243852,-0.712835,-0.243852,-2.3714
396.624,0.00186673,-0.753765,-0.324008,-0.207204,-0.789113,-0.714964,-0.246731,-0.714965,-0.24673,-2.36961
396.64,0.0019311,-0.606021,-0.244196,-0.208583,-0.790465,-0.714136,-0.248005,-0.714139,-0.248003,-2.36603
396.656,0.0019311,-0.787113,-0.341786,-0.209959,-0.79182,-0.716945,-0.251208,-0.716946,-0.251207,-2.36425
396.672,0.00186673,-0.732279,-0.316244,-0.211287,-0.793132,-0.718553,-0.253794,-0.718554,-0.253793,-2.36246
396.688,0.0019311,-0.666156,-0.389112,-0.212657,-0.794493,-0.718847,-0.257835,-0.718849,-0.257833,-2.35887
396.704,0.00186673,-0.780281,-0.305478,-0.213975,-0.795815,-0.721368,-0.260083,-0.72137,-0.260081,-2.35529
396.72,0.0019311,-0.700997,-0.403171,-0.215335,-0.797186,-0.722293,-0.264289,-0.722295,-0.264286,-2.35169
396.736,0.0019311,-0.568613,-0.316681,-0.216689,-0.798563,-0.720547,-0.266686,-0.720549,-0.266683,-2.34809
396.752,0.00186673,-0.667049,-0.232832,-0.217996,-0.799896,-0.720757,-0.267315,-0.720758,-0.267314,-2.34629
396.768,0.0019311,-0.763137,-0.266777,-0.219345,-0.801277,-0.722927,-0.268658,-0.722929,-0.268657,-2.34448
396.784,0.00186673,-0.743223,-0.267095,-0.22065,-0.802612,-0.724612,-0.269935,-0.724612,-0.269935,-2.34449
396.8,0.0019311,-0.676394,-0.34683,-0.221997,-0.803996,-0.724967,-0.272829,-0.724968,-0.272828,-2.3427
396.816,0.00186673,-0.658818,-0.343243,-0.223296,-0.805336,-0.724918,-0.275551,-0.724919,-0.27555,-2.34092
396.832,0.00186673,-0.763358,-0.313961,-0.224594,-0.806679,-0.726958,-0.277634,-0.726959,-0.277633,-2.33913
396.848,0.0019311,-0.723539,-0.322392,-0.225933,-0.80807,-0.728202,-0.279893,-0.728204,-0.279892,-2.33734
396.864,0.0019311,-0.636301,-0.23546,-0.22727,-0.809463,-0.727675,-0.28037,-0.727676,-0.280368,-2.33555
396.88,0.00186673,-0.632771,-0.260034,-0.228563,-0.81081,-0.727043,-0.281283,-0.727043,-0.281283,-2.33557
396.896,0.00186673,-0.688227,-0.332868,-0.229853,-0.812159,-0.727531,-0.283637,-0.727532,-0.283636,-2.33377
396.912,0.0019311,-0.730962,-0.276229,-0.231182,-0.81356,-0.728903,-0.284861,-0.728905,-0.284859,-2.33019
396.928,0.0019311,-0.700145,-0.39301,-0.232507,-0.814965,-0.729626,-0.288401,-0.729628,-0.288399,-2.3266
396.944,0.0019311,-0.733039,-0.284519,-0.233829,-0.816373,-0.730989,-0.289703,-0.730991,-0.289702,-2.3248
396.96,0.00180236,-0.7893,-0.236383,-0.235058,-0.817691,-0.73336,-0.289929,-0.733362,-0.289927,-2.3212
396.976,0.0019311,-0.6399,-0.267264,-0.236375,-0.819103,-0.732781,-0.29086,-0.732781,-0.29086,-2.32121
396.992,0.0019311,-0.65946,-0.26169,-0.237692,-0.820516,-0.732606,-0.29166,-0.732606,-0.29166,-2.32121
397.008,0.0019311,-0.615554,-0.307748,-0.239008,-0.821928,-0.731555,-0.293366,-0.731555,-0.293366,-2.32122
397.024,0.00186673,-0.743733,-0.283571,-0.240277,-0.823298,-0.733041,-0.294513,-0.733044,-0.294511,-2.31763
397.04,0.00186673,-0.836495,-0.26734,-0.241542,-0.82467,-0.736351,-0.295314,-0.736352,-0.295313,-2.31585
397.056,0.0019311,-0.690176,-0.301668,-0.242852,-0.82609,-0.73671,-0.296832,-0.73671,-0.296832,-2.31586
397.072,0.0019311,-0.708656,-0.182319,-0.244161,-0.827509,-0.737432,-0.295933,-0.737432,-0.295933,-2.31587
397.088,0.00186673,-0.681628,-0.307543,-0.245427,-0.828881,-0.737557,-0.29751,-0.737557,-0.29751,-2.31588
397.104,0.00186673,-0.783177,-0.303085,-0.246692,-0.830253,-0.73971,-0.298966,-0.73971,-0.298966,-2.3159
397.12,0.0019311,-0.71087,-0.311766,-0.248002,-0.831673,-0.740416,-0.300613,-0.740416,-0.300613,-2.31591
397.136,0.0019311,-0.789745,-0.330478,-0.249311,-0.833092,-0.742686,-0.302601,-0.742686,-0.302601,-2.31593
397.152,0.00186673,-0.818882,-0.32125,-0.250574,-0.834466,-0.745448,-0.304321,-0.745449,-0.30432,-2.31414
397.168,0.00186673,-0.778707,-0.314337,-0.251835,-0.835843,-0.747349,-0.30587,-0.74735,-0.305869,-2.31234
397.184,0.0019311,-0.734293,-0.349905,-0.25314,-0.837267,-0.748366,-0.308147,-0.748366,-0.308147,-2.31235
397.2,0.0019311,-0.813574,-0.253681,-0.254441,-0.838693,-0.750946,-0.308455,-0.750947,-0.308454,-2.31055
397.216,0.00186673,-0.747944,-0.318522,-0.2557,-0.840072,-0.752119,-0.310008,-0.752119,-0.310008,-2.31056
397.232,0.0019311,-0.732752,-0.350623,-0.257002,-0.841498,-0.753007,-0.312218,-0.753007,-0.312218,-2.31056
397.248,0.00186673,-0.764231,-0.352798,-0.258257,-0.842879,-0.754463,-0.314383,-0.754464,-0.314382,-2.30876
397.264,0.0019311,-0.73856,-0.355368,-0.259554,-0.844311,-0.755415,-0.316605,-0.755416,-0.316604,-2.30696
397.28,0.0019311,-0.792045,-0.260556,-0.260851,-0.845742,-0.757418,-0.316887,-0.757418,-0.316887,-2.30697
397.296,0.00186673,-0.714375,-0.366466,-0.262104,-0.847125,-0.757786,-0.319234,-0.757786,-0.319234,-2.30697
397.312,0.0019311,-0.694813,-0.373586,-0.263403,-0.848554,-0.7578,-0.321721,-0.757798,-0.321722,-2.30877
397.328,0.00186673,-0.682656,-0.244662,-0.264662,-0.849932,-0.75753,-0.321531,-0.757529,-0.321532,-2.31058
397.344,0.0019311,-0.808003,-0.380314,-0.265966,-0.851356,-0.759818,-0.324102,-0.759817,-0.324103,-2.3124
397.36,0.0019311,-0.755899,-0.415721,-0.267271,-0.85278,-0.761018,-0.32733,-0.761018,-0.32733,-2.31241
397.376,0.00186673,-0.697927,-0.320475,-0.268529,-0.854159,-0.760989,-0.328544,-0.760991,-0.328543,-2.31062
397.392,0.00186673,-0.707729,-0.342296,-0.269785,-0.85554,-0.761155,-0.330173,-0.761156,-0.330171,-2.30883
397.408,0.0019311,-0.744972,-0.271245,-0.271087,-0.856966,-0.762107,-0.330392,-0.762106,-0.330393,-2.31064
397.424,0.0019311,-0.727534,-0.315124,-0.272391,-0.85839,-0.762694,-0.331482,-0.762693,-0.331483,-2.31244
397.44,0.00186673,-0.839406,-0.221059,-0.27365,-0.859769,-0.765462,-0.330625,-0.765463,-0.330623,-2.31063
397.456,0.0019311,-0.66597,-0.316758,-0.274952,-0.861195,-0.764748,-0.331745,-0.764748,-0.331745,-2.31064
397.472,0.00186673,-0.728963,-0.287112,-0.27621,-0.862574,-0.765265,-0.332203,-0.765265,-0.332203,-2.31064
397.488,0.00186673,-0.78484,-0.386237,-0.277469,-0.863953,-0.76689,-0.334635,-0.76689,-0.334635,-2.31064
397.504,0.0019311,-0.764254,-0.343501,-0.278773,-0.865377,-0.768116,-0.336208,-0.768115,-0.336209,-2.31244
397.52,0.0019311,-0.713915,-0.283951,-0.28008,-0.866798,-0.768313,-0.336556,-0.768311,-0.336557,-2.31425
397.536,0.00186673,-0.736842,-0.359113,-0.281346,-0.86817,-0.768924,-0.338352,-0.768923,-0.338353,-2.31606
397.552,0.0019311,-0.815366,-0.338236,-0.282656,-0.869589,-0.771136,-0.33974,-0.771136,-0.33974,-2.31606
397.568,0.00186673,-0.758174,-0.443094,-0.283924,-0.870959,-0.77212,-0.343149,-0.772119,-0.34315,-2.31787
397.584,0.0019311,-0.789263,-0.335486,-0.285236,-0.872376,-0.773749,-0.344384,-0.773749,-0.344384,-2.31787
397.6,0.00186673,-0.759298,-0.402798,-0.286507,-0.873743,-0.774705,-0.346893,-0.774704,-0.346894,-2.31968
397.616,0.0019311,-0.784891,-0.377852,-0.287825,-0.875155,-0.7762,-0.348896,-0.776199,-0.348897,-2.32148
397.632,0.00186673,-0.783623,-0.416679,-0.2891,-0.876518,-0.777599,-0.351587,-0.777597,-0.351588,-2.32329
397.648,0.00186673,-0.794982,-0.322262,-0.290379,-0.877878,-0.779199,-0.352333,-0.779198,-0.352335,-2.3251
397.664,0.0019311,-0.682908,-0.403751,-0.291704,-0.879283,-0.778572,-0.354739,-0.77857,-0.35474,-2.32691
397.68,0.0019311,-0.771111,-0.419076,-0.293031,-0.880685,-0.779723,-0.3574,-0.779722,-0.357401,-2.32872
397.696,0.0019311,-0.829844,-0.413398,-0.294361,-0.882085,-0.782029,-0.359892,-0.782028,-0.359893,-2.33053
397.712,0.00186673,-0.806554,-0.290311,-0.295649,-0.883437,-0.783782,-0.359824,-0.783781,-0.359825,-2.33234
397.728,0.0019311,-0.660607,-0.352355,-0.296987,-0.884829,-0.782629,-0.36104,-0.782627,-0.361042,-2.33595
397.744,0.00186673,-0.736874,-0.346063,-0.298285,-0.886171,-0.782986,-0.362055,-0.782984,-0.362058,-2.33956
397.76,0.0019311,-0.784755,-0.354973,-0.299632,-0.887554,-0.784342,-0.363269,-0.78434,-0.363271,-2.34317
397.776,0.00186673,-0.853561,-0.47938,-0.300935,-0.888891,-0.787003,-0.366902,-0.787003,-0.366902,-2.34317
397.792,0.0019311,-0.750528,-0.390085,-0.302288,-0.89027,-0.787599,-0.368716,-0.787597,-0.368718,-2.34678
397.808,0.00186673,-0.758446,-0.327045,-0.3036,-0.891597,-0.788302,-0.369184,-0.7883,-0.369186,-2.35037
397.824,0.0019311,-0.788626,-0.413758,-0.30496,-0.892968,-0.789641,-0.371419,-0.78964,-0.37142,-2.35217
397.84,0.00186673,-0.800544,-0.429776,-0.306277,-0.894291,-0.79115,-0.373882,-0.791149,-0.373883,-2.35398
397.856,0.0019311,-0.726088,-0.390394,-0.307642,-0.895657,-0.791187,-0.375551,-0.791185,-0.375553,-2.35578
397.872,0.00186673,-0.807714,-0.291687,-0.308964,-0.896975,-0.792812,-0.375166,-0.792811,-0.375167,-2.35758
397.888,0.0019311,-0.789891,-0.3662,-0.310331,-0.898339,-0.794094,-0.376323,-0.794094,-0.376323,-2.35756
397.904,0.00186673,-0.926457,-0.360831,-0.311655,-0.899655,-0.798039,-0.377302,-0.798038,-0.377304,-2.35936
397.92,0.0019311,-0.808615,-0.392024,-0.31303,-0.901011,-0.799598,-0.378926,-0.799595,-0.378928,-2.36294
397.936,0.0019311,-0.868413,-0.441989,-0.314412,-0.90236,-0.802328,-0.381509,-0.802325,-0.381513,-2.36832
397.952,0.00186673,-0.715959,-0.321219,-0.31575,-0.903661,-0.801912,-0.381579,-0.801911,-0.38158,-2.37012
397.968,0.00186673,-0.904162,-0.388467,-0.317091,-0.90496,-0.805271,-0.38299,-0.80527,-0.382991,-2.37193
397.984,0.0019311,-0.802457,-0.377232,-0.318482,-0.906299,-0.806579,-0.384187,-0.806576,-0.384189,-2.37553
398,0.0019311,-0.752176,-0.326773,-0.319881,-0.907631,-0.806861,-0.384343,-0.806858,-0.384347,-2.38093
398.016,0.00186673,-0.731168,-0.401642,-0.32124,-0.90891,-0.80668,-0.385943,-0.806676,-0.385947,-2.38632
398.032,0.0019311,-0.782419,-0.512316,-0.322653,-0.910226,-0.807579,-0.38976,-0.807576,-0.389764,-2.39173
398.048,0.00186673,-0.782874,-0.337598,-0.324026,-0.911491,-0.808431,-0.389956,-0.808427,-0.38996,-2.39714
