Time,StepDist,GPS_X,GPS_Y,Odo_X,Odo_Y,Est_X,Est_Y,rk2_Est_X,rk2_Est_Y,Theta
119.376,0.00186673,-0.803985,0.580445,0.664739,-0.948345,-0.846219,0.573464,-0.846217,0.573458,-2.76954
119.392,0.00180236,-0.882177,0.581003,0.663055,-0.948987,-0.848589,0.572986,-0.848587,0.57298,-2.77736
119.408,0.00180236,-0.806073,0.536423,0.661365,-0.949615,-0.849395,0.57164,-0.849392,0.571633,-2.78606
119.424,0.00180236,-0.880046,0.554498,0.65967,-0.950228,-0.851669,0.570697,-0.851666,0.570689,-2.79476
119.44,0.00180236,-0.760143,0.557416,0.65797,-0.950825,-0.851504,0.569845,-0.851502,0.569838,-2.80347
119.456,0.00180236,-0.901366,0.554033,0.656264,-0.951408,-0.854173,0.568958,-0.854171,0.56895,-2.81218
119.472,0.00180236,-0.830776,0.590735,0.654553,-0.951975,-0.855382,0.568838,-0.855379,0.56883,-2.82178
119.488,0.00180236,-0.761809,0.48605,0.652837,-0.952525,-0.855192,0.566643,-0.85519,0.566635,-2.83138
119.504,0.00173799,-0.86517,0.534086,0.651177,-0.95304,-0.857019,0.565487,-0.857016,0.56548,-2.84098
119.52,0.00180236,-0.879025,0.544883,0.64945,-0.953555,-0.859151,0.56457,-0.859149,0.564561,-2.85147
119.536,0.00173799,-0.845536,0.524419,0.64778,-0.954035,-0.860516,0.563297,-0.860514,0.563288,-2.86196
119.552,0.00173799,-0.82472,0.572772,0.646105,-0.954499,-0.861442,0.563032,-0.86144,0.563024,-2.87158
119.568,0.00180236,-0.842004,0.498341,0.644363,-0.954961,-0.86276,0.561285,-0.862758,0.561276,-2.88209
119.584,0.00173799,-0.897819,0.627209,0.642679,-0.955391,-0.865112,0.562182,-0.86511,0.562174,-2.89172
119.6,0.00173799,-0.815022,0.586775,0.64099,-0.955803,-0.865765,0.56227,-0.865762,0.562262,-2.90223
119.616,0.00173799,-0.859719,0.50669,0.639297,-0.956197,-0.867303,0.560772,-0.8673,0.560764,-2.91275
119.632,0.00173799,-0.77587,0.550412,0.637601,-0.956575,-0.867136,0.560195,-0.867135,0.560187,-2.9224
119.648,0.00180236,-0.89105,0.528892,0.635838,-0.956952,-0.869342,0.5592,-0.86934,0.559192,-2.93118
119.664,0.00180236,-0.752473,0.612008,0.634072,-0.957311,-0.868735,0.559904,-0.868734,0.559895,-2.94084
119.68,0.00180236,-0.864985,0.514452,0.632303,-0.957655,-0.870394,0.558658,-0.870393,0.55865,-2.94962
119.696,0.00180236,-0.868256,0.524834,0.630531,-0.957982,-0.872089,0.557661,-0.872087,0.557653,-2.95929
119.712,0.00173799,-0.916667,0.529319,0.628818,-0.95828,-0.874658,0.556802,-0.874657,0.556794,-2.96896
119.728,0.00180236,-0.826346,0.542833,0.62704,-0.958574,-0.875434,0.556234,-0.875433,0.556227,-2.97777
119.744,0.00180236,-0.942044,0.546308,0.625259,-0.958851,-0.878512,0.555764,-0.878511,0.555756,-2.98746
119.76,0.00180236,-0.835437,0.421118,0.623476,-0.959112,-0.879398,0.552816,-0.879397,0.552808,-2.99627
119.776,0.00180236,-0.83283,0.569345,0.62169,-0.959357,-0.880217,0.552906,-0.880216,0.552898,-3.00509
119.792,0.00180236,-0.730443,0.573152,0.619902,-0.959587,-0.878973,0.553086,-0.878972,0.553078,-3.01392
119.808,0.00180236,-0.84471,0.472044,0.618113,-0.959799,-0.880042,0.551257,-0.880041,0.551249,-3.02362
119.824,0.00173799,-0.783213,0.536725,0.616385,-0.959987,-0.879799,0.550783,-0.879798,0.550774,-3.03333
119.84,0.00173799,-0.846182,0.57381,0.614655,-0.960156,-0.880821,0.551077,-0.880821,0.551068,-3.04391
119.856,0.00180236,-0.916374,0.50326,0.61286,-0.960314,-0.883292,0.549966,-0.883291,0.549957,-3.05364
119.872,0.00180236,-0.701761,0.507585,0.611063,-0.960455,-0.881422,0.54898,-0.881422,0.548971,-3.06337
119.888,0.00173799,-0.894375,0.458885,0.609329,-0.960574,-0.883381,0.547061,-0.88338,0.547053,-3.07305
119.904,0.00173799,-0.837516,0.587094,0.607594,-0.960675,-0.884164,0.547763,-0.884163,0.547754,-3.0836
119.92,0.00180236,-0.920956,0.553925,0.605794,-0.960761,-0.886664,0.547803,-0.886663,0.547794,-3.09417
119.936,0.00173799,-0.900265,0.442732,0.604057,-0.960826,-0.888638,0.545637,-0.888638,0.545629,-3.10385
119.952,0.00180236,-0.847711,0.439997,0.602255,-0.960877,-0.889585,0.543475,-0.889585,0.543466,-3.11355
119.968,0.00173799,-0.885436,0.479028,0.600517,-0.960908,-0.891205,0.542155,-0.891205,0.542146,-3.12325
119.984,0.00180236,-0.869625,0.4542,0.598715,-0.960924,-0.89254,0.54038,-0.892539,0.540372,-3.13295
120,0.00173799,-0.851454,0.476214,0.596977,-0.960921,-0.893421,0.5391,-0.890015,0.539103,3.13965
120.016,0.00173799,-0.85768,0.537294,0.595239,-0.960899,-0.894409,0.539085,-0.894409,0.539076,3.12907
120.032,0.00180236,-0.890202,0.378332,0.593437,-0.960857,-0.896091,0.535911,-0.896091,0.535902,3.11848
120.048,0.00173799,-0.788195,0.585278,0.5917,-0.960799,-0.895635,0.536956,-0.895636,0.536947,3.10788
120.064,0.00173799,-0.834588,0.510777,0.589964,-0.960722,-0.896116,0.536508,-0.896116,0.536499,3.09728
120.08,0.00180236,-0.782039,0.477065,0.588164,-0.960624,-0.895598,0.535414,-0.895599,0.535406,3.08755
120.096,0.00173799,-0.909713,0.446425,0.58643,-0.960514,-0.89758,0.533743,-0.897581,0.533735,3.07782
120.112,0.00180236,-0.929801,0.474057,0.584632,-0.960381,-0.899986,0.532679,-0.899987,0.532671,3.06808
120.128,0.00173799,-0.824679,0.471694,0.582901,-0.960237,-0.900177,0.531601,-0.900178,0.531593,3.05835
120.144,0.00180236,-0.853382,0.57781,0.581106,-0.960068,-0.901,0.532691,-0.901001,0.532682,3.04773
120.16,0.00173799,-0.954054,0.399986,0.579378,-0.959887,-0.903755,0.530214,-0.903756,0.530205,3.0371
120.176,0.00167362,-0.750528,0.47547,0.577715,-0.959693,-0.90232,0.529309,-0.902321,0.5293,3.0256
120.192,0.00180236,-0.768571,0.512218,0.575927,-0.959465,-0.901397,0.529191,-0.901398,0.529181,3.01497
120.208,0.00173799,-0.87158,0.474571,0.574206,-0.959227,-0.902488,0.528331,-0.902489,0.528322,3.00433
120.224,0.00173799,-0.943523,0.358464,0.572486,-0.958973,-0.904993,0.525183,-0.904994,0.525175,2.99456
120.24,0.00180236,-0.883795,0.338627,0.570706,-0.958691,-0.906314,0.521728,-0.906315,0.52172,2.98479
120.256,0.00173799,-0.872112,0.507305,0.568992,-0.958403,-0.90731,0.521722,-0.907311,0.521714,2.97502
120.272,0.00180236,-0.927726,0.499125,0.567218,-0.958085,-0.909457,0.521582,-0.909458,0.521572,2.96436
120.288,0.00173799,-0.897103,0.425742,0.565511,-0.957761,-0.910883,0.519983,-0.910884,0.519974,2.95371
120.304,0.00173799,-0.905767,0.445197,0.563807,-0.957418,-0.91245,0.518823,-0.912452,0.518814,2.94304
120.32,0.00173799,-0.788343,0.510832,0.562107,-0.957056,-0.911634,0.519018,-0.911636,0.519009,2.9315
120.336,0.00173799,-0.84981,0.475995,0.560411,-0.956675,-0.912059,0.518531,-0.912061,0.518522,2.92083
120.352,0.00173799,-0.897082,0.42962,0.558719,-0.956278,-0.913418,0.517142,-0.91342,0.517134,2.91103
120.368,0.00180236,-0.781388,0.50075,0.556969,-0.955849,-0.912493,0.517235,-0.912495,0.517226,2.90122
120.384,0.00180236,-0.735832,0.417277,0.555222,-0.955404,-0.910671,0.515671,-0.910673,0.515664,2.89229
120.4,0.00173799,-0.856005,0.483779,0.553542,-0.954959,-0.911224,0.51547,-0.911226,0.515462,2.88248
120.416,0.00180236,-0.875551,0.485788,0.551805,-0.95448,-0.912214,0.515345,-0.912216,0.515337,2.87267
120.432,0.00180236,-0.782098,0.502774,0.550071,-0.953985,-0.91131,0.515579,-0.911312,0.515571,2.86373
120.448,0.00180236,-0.842822,0.454601,0.548342,-0.953477,-0.911635,0.514857,-0.911637,0.51485,2.85568
120.464,0.00180236,-0.911942,0.521346,0.546618,-0.952953,-0.913331,0.5155,-0.913333,0.515493,2.84673
120.48,0.00180236,-0.851435,0.435858,0.544898,-0.952413,-0.913778,0.514437,-0.913781,0.514429,2.8369
120.496,0.00173799,-0.95021,0.568355,0.543245,-0.951875,-0.916126,0.516043,-0.916129,0.516035,2.82707
120.512,0.00173799,-0.980052,0.404904,0.541599,-0.95132,-0.919019,0.514364,-0.919022,0.514355,2.81636
120.528,0.00180236,-0.878955,0.427398,0.539896,-0.950727,-0.919886,0.513206,-0.919888,0.513197,2.80652
120.544,0.00180236,-0.874553,0.540559,0.5382,-0.950119,-0.920642,0.514348,-0.920644,0.514341,2.79755
120.56,0.00180236,-0.866913,0.5338,0.536508,-0.949496,-0.921225,0.515348,-0.921227,0.515341,2.78858
120.576,0.00180236,-0.832494,0.48726,0.534822,-0.948859,-0.921102,0.51541,-0.921105,0.515404,2.78049
120.592,0.00180236,-0.830083,0.427435,0.533142,-0.948207,-0.920929,0.51429,-0.920932,0.514282,2.77151
120.608,0.00180236,-0.887522,0.451731,0.531468,-0.94754,-0.921901,0.513692,-0.921904,0.513685,2.76253
120.624,0.00180236,-0.779498,0.384927,0.529799,-0.946858,-0.920688,0.511785,-0.920691,0.511778,2.75354
120.64,0.00180236,-0.824021,0.54335,0.528137,-0.946161,-0.920384,0.513099,-0.920387,0.513092,2.74455
120.656,0.00180236,-0.77585,0.427428,0.526481,-0.945449,-0.919116,0.512084,-0.919119,0.512076,2.73556
120.672,0.00180236,-0.879814,0.521158,0.524831,-0.944724,-0.919947,0.512976,-0.91995,0.512969,2.72745
120.688,0.00180236,-0.891423,0.384763,0.523188,-0.943984,-0.920987,0.511137,-0.92099,0.51113,2.71845
120.704,0.00180236,-0.843932,0.467742,0.521551,-0.943229,-0.92105,0.511009,-0.921053,0.511002,2.70945
120.72,0.00180236,-0.835526,0.453234,0.519921,-0.942461,-0.920937,0.510606,-0.92094,0.5106,2.70133
120.736,0.00180236,-0.872879,0.293591,0.518297,-0.941678,-0.921567,0.507033,-0.921571,0.507026,2.69232
120.752,0.00180236,-0.866823,0.400368,0.51668,-0.940882,-0.922057,0.50568,-0.92206,0.505673,2.68419
120.768,0.00186673,-0.861978,0.44734,0.515012,-0.940044,-0.92249,0.505334,-0.922493,0.505327,2.67606
120.784,0.00173799,-0.813484,0.46628,0.513465,-0.939253,-0.921826,0.505329,-0.921829,0.505323,2.66881
120.8,0.00186673,-0.862558,0.350541,0.511809,-0.938391,-0.922264,0.503078,-0.922267,0.503072,2.66156
120.816,0.00180236,-0.883987,0.45562,0.510217,-0.937545,-0.923058,0.502957,-0.923061,0.502951,2.65342
120.832,0.00186673,-0.857426,0.396826,0.508576,-0.936657,-0.923354,0.501706,-0.923358,0.501699,2.64528
120.848,0.00180236,-0.788958,0.46832,0.506998,-0.935785,-0.922212,0.501892,-0.922216,0.501885,2.63713
120.864,0.00186673,-0.787721,0.393625,0.50537,-0.934871,-0.921118,0.500622,-0.921121,0.500616,2.62987
120.88,0.00180236,-0.933051,0.343279,0.503805,-0.933977,-0.92289,0.498351,-0.922893,0.498346,2.6226
120.896,0.00186673,-0.799995,0.342435,0.50219,-0.933041,-0.922015,0.49615,-0.922018,0.496145,2.61623
120.912,0.0019311,-0.89046,0.29278,0.500526,-0.932062,-0.923015,0.493043,-0.923018,0.493037,2.60985
120.928,0.00180236,-0.818377,0.409602,0.498979,-0.931137,-0.922438,0.49228,-0.922441,0.492275,2.60258
120.944,0.00186673,-0.84312,0.447142,0.497383,-0.930168,-0.922416,0.492327,-0.922419,0.492322,2.5962
120.96,0.00186673,-0.910525,0.481511,0.495793,-0.92919,-0.923736,0.493069,-0.923739,0.493064,2.58981
120.976,0.0019311,-0.902187,0.383784,0.494155,-0.928167,-0.92491,0.491886,-0.924913,0.491881,2.58343
120.992,0.00180236,-0.776002,0.394053,0.492634,-0.927201,-0.923423,0.490876,-0.923427,0.49087,2.57615
121.008,0.00186673,-0.915605,0.440677,0.491065,-0.92619,-0.924804,0.490863,-0.924808,0.490857,2.56887
121.024,0.00186673,-0.815678,0.418668,0.489502,-0.925168,-0.924153,0.49042,-0.924156,0.490415,2.56248
121.04,0.00186673,-0.832247,0.297392,0.487947,-0.924137,-0.92384,0.487571,-0.923843,0.487566,2.55608
121.056,0.0019311,-0.800691,0.418559,0.486343,-0.923061,-0.922948,0.487245,-0.922951,0.487241,2.55057
121.072,0.00186673,-0.865781,0.406234,0.4848,-0.922011,-0.923317,0.486654,-0.92332,0.486649,2.54417
121.088,0.00186673,-0.895243,0.453841,0.483262,-0.920952,-0.924263,0.487035,-0.924265,0.487031,2.53866
121.104,0.0019311,-0.861191,0.370214,0.481677,-0.919848,-0.924554,0.48578,-0.924557,0.485776,2.53315
121.12,0.0019311,-0.809581,0.476018,0.480097,-0.918738,-0.923803,0.486673,-0.923805,0.48667,2.52931
121.136,0.00186673,-0.868378,0.438363,0.478576,-0.917657,-0.924186,0.486766,-0.924189,0.486762,2.5238
121.152,0.0019311,-0.796641,0.489694,0.477008,-0.91653,-0.923172,0.487929,-0.923175,0.487925,2.51829
121.168,0.00186673,-0.900586,0.38404,0.475498,-0.915432,-0.924199,0.486928,-0.924202,0.486924,2.51278
121.184,0.00186673,-0.820113,0.398874,0.473992,-0.914328,-0.923593,0.486248,-0.923595,0.486245,2.50893
121.2,0.00186673,-0.856265,0.321947,0.472493,-0.913216,-0.923716,0.484052,-0.923719,0.484048,2.50342
121.216,0.0019311,-0.819309,0.327498,0.470948,-0.912057,-0.923141,0.482057,-0.923145,0.482053,2.4979
121.232,0.0019311,-0.80524,0.373651,0.469408,-0.910892,-0.922293,0.48103,-0.922295,0.481027,2.49405
121.248,0.0019311,-0.803699,0.374629,0.467873,-0.909721,-0.921426,0.48005,-0.921428,0.480047,2.49019
121.264,0.00186673,-0.839067,0.436718,0.466392,-0.908584,-0.921229,0.480298,-0.921231,0.480295,2.48633
121.28,0.00186673,-0.872334,0.288603,0.464917,-0.907441,-0.921697,0.477584,-0.9217,0.477581,2.48247
121.296,0.0019311,-0.881806,0.384549,0.463395,-0.906252,-0.922391,0.476888,-0.922393,0.476885,2.47861
121.312,0.00186673,-0.813098,0.353906,0.461928,-0.905097,-0.921643,0.47556,-0.921645,0.475557,2.47474
121.328,0.0019311,-0.822847,0.337417,0.460415,-0.903897,-0.921149,0.473974,-0.921152,0.473971,2.47088
121.344,0.0019311,-0.868067,0.288494,0.458902,-0.902697,-0.92157,0.47144,-0.92157,0.47144,2.4709
121.36,0.00186673,-0.824216,0.385336,0.457442,-0.901534,-0.921054,0.470858,-0.921055,0.470856,2.46912
121.376,0.0019311,-0.858781,0.312704,0.455933,-0.900328,-0.921287,0.468876,-0.921288,0.468875,2.46735
121.392,0.0019311,-0.844518,0.357664,0.454429,-0.899117,-0.921226,0.467839,-0.921228,0.467836,2.46377
121.408,0.00186673,-0.860061,0.311259,0.452981,-0.897939,-0.921422,0.465862,-0.921425,0.465858,2.45841
121.424,0.00186673,-0.793768,0.370651,0.451538,-0.896755,-0.920283,0.465118,-0.920285,0.465115,2.45483
121.44,0.0019311,-0.716453,0.285979,0.450049,-0.895526,-0.917666,0.46274,-0.917668,0.462737,2.45124
121.456,0.0019311,-0.924774,0.337784,0.448567,-0.894288,-0.91926,0.461454,-0.919264,0.46145,2.44585
121.472,0.00186673,-0.855692,0.309512,0.447136,-0.893089,-0.919391,0.45959,-0.919392,0.459589,2.44405
121.488,0.00186673,-0.828119,0.402971,0.445708,-0.891887,-0.918966,0.459635,-0.918967,0.459634,2.44223
121.504,0.0019311,-0.822101,0.347924,0.444234,-0.890639,-0.918472,0.458625,-0.918474,0.458622,2.43863
121.52,0.00186673,-0.876083,0.339047,0.442814,-0.889427,-0.919016,0.457421,-0.919018,0.457418,2.43503
121.536,0.0019311,-0.823548,0.30243,0.441348,-0.888171,-0.918544,0.455552,-0.918545,0.455551,2.43322
121.552,0.0019311,-0.708114,0.222664,0.439884,-0.886912,-0.91577,0.452128,-0.915771,0.452127,2.43141
121.568,0.00186673,-0.773148,0.283201,0.43847,-0.885692,-0.914303,0.449945,-0.914304,0.449944,2.4296
121.584,0.0019311,-0.806671,0.353106,0.437011,-0.884428,-0.91358,0.449247,-0.913582,0.449246,2.42779
121.6,0.00186673,-0.722395,0.364762,0.435602,-0.883203,-0.911137,0.448758,-0.911138,0.448756,2.42598
121.616,0.0019311,-0.86234,0.362019,0.434149,-0.881931,-0.911585,0.44827,-0.911587,0.448267,2.42237
121.632,0.00186673,-0.840084,0.321389,0.432749,-0.880696,-0.911527,0.446942,-0.911529,0.44694,2.41876
121.648,0.00186673,-0.775677,0.447404,0.431356,-0.879453,-0.910175,0.448169,-0.910179,0.448165,2.41336
121.664,0.0019311,-0.683036,0.392331,0.429919,-0.878163,-0.907041,0.448317,-0.907043,0.448314,2.40974
121.68,0.0019311,-0.775848,0.358904,0.428485,-0.87687,-0.905822,0.447796,-0.905823,0.447795,2.4079
121.696,0.00186673,-0.803895,0.198341,0.427101,-0.875617,-0.90514,0.444034,-0.905141,0.444033,2.40607
121.712,0.00186673,-0.82525,0.349992,0.425719,-0.874362,-0.904897,0.443383,-0.904898,0.443382,2.40423
121.728,0.00199547,-0.84285,0.305569,0.424244,-0.873018,-0.905101,0.441945,-0.905102,0.441943,2.4024
121.744,0.00186673,-0.769791,0.248772,0.422867,-0.871758,-0.903744,0.439316,-0.903745,0.439315,2.40057
121.76,0.00186673,-0.75243,0.400373,0.421492,-0.870495,-0.902065,0.439775,-0.902067,0.439773,2.39874
121.776,0.0019311,-0.776692,0.350385,0.42007,-0.869189,-0.900952,0.439267,-0.900952,0.439267,2.39876
121.792,0.00186673,-0.808071,0.334982,0.418695,-0.867926,-0.900442,0.438418,-0.900442,0.438418,2.39878
121.808,0.0019311,-0.826807,0.288816,0.417275,-0.866618,-0.900361,0.436709,-0.900362,0.436708,2.39699
121.824,0.0019311,-0.753589,0.373101,0.415857,-0.865307,-0.898815,0.436722,-0.898816,0.43672,2.39521
121.84,0.00186673,-0.812457,0.314642,0.414491,-0.864034,-0.898426,0.435527,-0.898428,0.435525,2.39162
121.856,0.0019311,-0.844722,0.260145,0.413083,-0.862713,-0.898732,0.433314,-0.898734,0.433312,2.38803
121.872,0.00186673,-0.725444,0.403738,0.411724,-0.861433,-0.896598,0.433977,-0.896599,0.433976,2.38623
121.888,0.00186673,-0.6999,0.306084,0.410367,-0.860151,-0.893994,0.432676,-0.893995,0.432674,2.38442
121.904,0.0019311,-0.713373,0.24224,0.408964,-0.858824,-0.891757,0.430167,-0.891757,0.430167,2.38443
121.92,0.0019311,-0.802833,0.273473,0.40756,-0.857498,-0.891354,0.428333,-0.891354,0.428333,2.38444
121.936,0.00186673,-0.751358,0.341901,0.406206,-0.856213,-0.889881,0.427863,-0.889882,0.427862,2.38265
121.952,0.0019311,-0.820473,0.275529,0.404807,-0.854882,-0.889864,0.426121,-0.889865,0.42612,2.38086
121.968,0.00186673,-0.741549,0.239014,0.403455,-0.853595,-0.888223,0.42364,-0.888223,0.42364,2.38087
121.984,0.0019311,-0.79256,0.223483,0.402056,-0.852264,-0.88768,0.420942,-0.88768,0.420942,2.38088
122,0.00186673,-0.653376,0.30393,0.400702,-0.850979,-0.884321,0.41986,-0.88432,0.419862,2.3827
122.016,0.0019311,-0.716361,0.29035,0.3993,-0.84965,-0.882335,0.418572,-0.882335,0.418572,2.38271
122.032,0.00186673,-0.747395,0.316232,0.397948,-0.848363,-0.880962,0.417787,-0.880963,0.417786,2.38093
122.048,0.0019311,-0.722767,0.396438,0.396549,-0.847032,-0.879169,0.418665,-0.879169,0.418665,2.38095
122.064,0.0019311,-0.744706,0.28225,0.395153,-0.845698,-0.877848,0.417243,-0.877849,0.417242,2.37915
122.08,0.00186673,-0.768837,0.35857,0.393805,-0.844407,-0.876989,0.417336,-0.87699,0.417335,2.37735
122.096,0.0019311,-0.802029,0.304484,0.392411,-0.84307,-0.876856,0.416388,-0.876856,0.416388,2.37736
122.112,0.00186673,-0.738494,0.338879,0.391061,-0.841781,-0.875411,0.416102,-0.87541,0.416103,2.37917
122.128,0.0019311,-0.759956,0.213497,0.389662,-0.84045,-0.874473,0.413354,-0.874472,0.413355,2.38098
122.144,0.00186673,-0.752956,0.34033,0.38831,-0.839163,-0.873368,0.413155,-0.873368,0.413155,2.38098
122.16,0.0019311,-0.746268,0.26121,0.386911,-0.837832,-0.872197,0.411421,-0.872197,0.411421,2.381
122.176,0.0019311,-0.696745,0.266981,0.38551,-0.836503,-0.870061,0.409834,-0.87006,0.409835,2.38281
122.192,0.00186673,-0.74666,0.371145,0.384153,-0.835221,-0.868923,0.410316,-0.868922,0.410318,2.38462
122.208,0.00186673,-0.732182,0.274954,0.382793,-0.833942,-0.86752,0.408863,-0.867519,0.408864,2.38644
122.224,0.0019311,-0.727388,0.263438,0.381387,-0.832618,-0.866096,0.407252,-0.866096,0.407252,2.38644
122.24,0.0019311,-0.624092,0.290433,0.379981,-0.831295,-0.862634,0.406212,-0.862634,0.406212,2.38645
122.256,0.00186673,-0.736515,0.206644,0.378622,-0.830015,-0.861443,0.403475,-0.861443,0.403475,2.38646
122.272,0.00186673,-0.831943,0.310987,0.377263,-0.828736,-0.862186,0.402879,-0.862186,0.402879,2.38646
122.288,0.0019311,-0.78926,0.240701,0.375856,-0.827412,-0.862105,0.400932,-0.862105,0.400932,2.38645
122.304,0.00186673,-0.714626,0.251265,0.374495,-0.826135,-0.86049,0.39919,-0.860489,0.399192,2.38826
122.32,0.0019311,-0.726006,0.3173,0.373084,-0.824817,-0.859183,0.398845,-0.859182,0.398846,2.39006
122.336,0.0019311,-0.715285,0.26163,0.371675,-0.823496,-0.857685,0.397395,-0.857687,0.397394,2.38825
122.352,0.00186673,-0.617197,0.265077,0.370311,-0.822221,-0.854212,0.395998,-0.854211,0.395999,2.39006
122.368,0.0019311,-0.71995,0.222059,0.368898,-0.820905,-0.852912,0.393809,-0.852911,0.39381,2.39186
122.384,0.00186673,-0.670861,0.258564,0.367532,-0.819633,-0.85061,0.39235,-0.85061,0.39235,2.39185
122.4,0.00186673,-0.776909,0.311596,0.366166,-0.818361,-0.850475,0.391982,-0.850475,0.391982,2.39185
122.416,0.0019311,-0.710886,0.267706,0.364752,-0.817045,-0.849068,0.390786,-0.849068,0.390786,2.39185
122.432,0.00186673,-0.756995,0.261693,0.363384,-0.815775,-0.848568,0.389448,-0.848567,0.38945,2.39365
122.448,0.0019311,-0.796349,0.228465,0.361968,-0.814462,-0.848911,0.387516,-0.848911,0.387516,2.39365
122.464,0.0019311,-0.756198,0.262669,0.360552,-0.813149,-0.848444,0.386306,-0.848444,0.386306,2.39364
122.48,0.00186673,-0.755906,0.393279,0.359182,-0.811881,-0.847936,0.387687,-0.847935,0.387689,2.39545
122.496,0.0019311,-0.708624,0.286866,0.357761,-0.810573,-0.846542,0.386953,-0.846541,0.386954,2.39725
122.512,0.00186673,-0.702335,0.261436,0.356386,-0.809311,-0.845006,0.38568,-0.845005,0.385681,2.39905
122.528,0.0019311,-0.714967,0.241442,0.354963,-0.808005,-0.843799,0.384075,-0.843799,0.384075,2.39905
122.544,0.0019311,-0.787051,0.314146,0.353541,-0.806699,-0.844059,0.383956,-0.844059,0.383956,2.39905
122.56,0.00186673,-0.75567,0.338015,0.352163,-0.80544,-0.843641,0.384271,-0.84364,0.384272,2.40086
122.576,0.0019311,-0.718603,0.227423,0.350733,-0.804142,-0.842541,0.382406,-0.842539,0.382409,2.40445
122.592,0.0019311,-0.679029,0.285681,0.349303,-0.802844,-0.840672,0.381744,-0.840672,0.381744,2.40445
122.608,0.00186673,-0.710818,0.254101,0.347919,-0.801591,-0.839432,0.380418,-0.839431,0.38042,2.40626
122.624,0.00186673,-0.686235,0.283665,0.346535,-0.800339,-0.837725,0.37971,-0.837725,0.37971,2.40625
122.64,0.0019311,-0.725807,0.144635,0.3451,-0.799046,-0.836892,0.376276,-0.836891,0.376277,2.40806
122.656,0.00186673,-0.696679,0.252048,0.343714,-0.797796,-0.835447,0.375016,-0.835447,0.375016,2.40805
122.672,0.0019311,-0.716234,0.246775,0.342275,-0.796509,-0.834473,0.373713,-0.83447,0.373716,2.41165
122.688,0.00186673,-0.678918,0.164657,0.340881,-0.795266,-0.832727,0.37075,-0.832726,0.370751,2.41344
122.704,0.0019311,-0.716098,0.202646,0.339435,-0.793986,-0.831812,0.368642,-0.831809,0.368645,2.41704
122.72,0.00186673,-0.762193,0.281031,0.338035,-0.792752,-0.831791,0.3681,-0.83179,0.368101,2.41885
122.736,0.00186673,-0.642197,0.305637,0.336631,-0.791522,-0.829376,0.368056,-0.829374,0.368058,2.42246
122.752,0.00199547,-0.62407,0.290016,0.335127,-0.79021,-0.826743,0.36778,-0.826742,0.367782,2.42427
122.768,0.00186673,-0.667855,0.305784,0.333716,-0.788988,-0.824948,0.367738,-0.824946,0.367741,2.42788
122.784,0.00186673,-0.727433,0.220704,0.332302,-0.787769,-0.824383,0.365992,-0.824382,0.365994,2.42969
122.8,0.0019311,-0.637454,0.208114,0.330836,-0.786513,-0.822082,0.364066,-0.82208,0.364069,2.43331
122.816,0.00186673,-0.725694,0.311502,0.329416,-0.785301,-0.821546,0.364202,-0.821545,0.364204,2.43512
122.832,0.0019311,-0.64333,0.244682,0.327942,-0.784052,-0.819425,0.363035,-0.819423,0.363038,2.43873
122.848,0.00186673,-0.798246,0.112375,0.326514,-0.782851,-0.820402,0.359199,-0.8204,0.359202,2.44234
122.864,0.0019311,-0.70336,0.375934,0.325031,-0.781613,-0.819514,0.360747,-0.819511,0.36075,2.44596
122.88,0.0019311,-0.765738,0.182937,0.323547,-0.780378,-0.819893,0.358401,-0.819892,0.358402,2.44778
122.896,0.0019311,-0.682059,0.252734,0.322058,-0.779149,-0.818596,0.357493,-0.818594,0.357495,2.4514
122.912,0.00186673,-0.698517,0.247046,0.320614,-0.777966,-0.817609,0.356443,-0.817607,0.356446,2.45501
122.928,0.00186673,-0.765459,0.236448,0.319168,-0.776785,-0.817983,0.3552,-0.817982,0.355202,2.45683
122.944,0.0019311,-0.671875,0.196826,0.317668,-0.775569,-0.816531,0.353225,-0.816529,0.353227,2.46046
122.96,0.0019311,-0.635055,0.223762,0.316163,-0.774358,-0.814376,0.351822,-0.814374,0.351824,2.46408
122.976,0.00186673,-0.660492,0.32808,0.314707,-0.773191,-0.812726,0.352491,-0.812725,0.352492,2.4659
122.992,0.00186673,-0.65985,0.283764,0.313248,-0.772026,-0.811098,0.352258,-0.811097,0.352259,2.46773
123.008,0.0019311,-0.558772,0.185383,0.311735,-0.770827,-0.807534,0.350096,-0.807532,0.350099,2.47135
123.024,0.00186673,-0.655369,0.21191,0.310268,-0.769672,-0.805929,0.348464,-0.805927,0.348466,2.47497
123.04,0.0019311,-0.736477,0.168206,0.308746,-0.768484,-0.806031,0.346023,-0.806029,0.346026,2.4786
123.056,0.00186673,-0.665351,0.169645,0.30727,-0.76734,-0.804664,0.343616,-0.804662,0.343619,2.48223
123.072,0.0019311,-0.631029,0.219604,0.305737,-0.766165,-0.802693,0.342287,-0.80269,0.342291,2.48764
123.088,0.00186673,-0.706117,0.109332,0.30425,-0.765038,-0.802219,0.338733,-0.802216,0.338737,2.49306
123.104,0.0019311,-0.587783,0.229119,0.302706,-0.763877,-0.799443,0.337678,-0.799441,0.337681,2.4967
123.12,0.0019311,-0.709176,0.104455,0.301157,-0.762725,-0.799156,0.334143,-0.799153,0.334147,2.50213
